customer_id,age_bucket,gender,city,purchase_history_orders,aov_value_rupees,review_sentiment,loyalty_score,uses_coupons,peak_buy_month_span,seasonal_trend,conversion_rate_bucket,online_preference_1_online_0_offline,payment_1_cod_0_upi,top3_apparel_types,major_products_bought_together,discount_clicks,return_ratio,persona
180,16-24,M,Delhi,17,1837,bad,0,0,Jul-Aug,Diwali,<10,1,1,"belts,polo,ethnic",pants and belt,0.0,45,formals buyer
181,25-34,F,Mumbai,9,1105,good,0,1,Jan-Feb,Diwali,30-50,0,1,"belts,athleisure,polo",athleisure and shirt,0.0,6,formals buyer
182,16-24,M,Mumbai,6,874,good,1,0,Nov-Dec,Diwali,10-30,1,0,"belts,shirts,pants",,0.0,5,sports buyer
183,46-60,F,Mumbai,11,3186,good,0,0,Jul-Aug,Spring,10-30,0,0,"shirts,ethnic,pants",,0.0,18,sports buyer
184,46-60,F,Mumbai,7,2460,good,0,1,Nov-Dec,Winter,<10,1,0,"polo,belts,ethnic",pants and belt,0.0,0,formals buyer
185,25-34,M,Delhi,17,1548,good,1,1,Jul-Aug,Spring,10-30,0,1,"shirts,belts,polo",shirt and pants,0.0,0,formals buyer
186,35-46,F,Hyderabad,1,1857,good,0,1,May-Jun,Diwali,10-30,0,1,"pants,belts,innerwear",pants and belt,0.0,17,formals buyer
187,46-60,F,Hyderabad,5,3926,good,0,0,May-Jun,Winter,10-30,1,0,"belts,polo,pants",shirt and polo,0.0,15,formals buyer
188,25-34,M,Hyderabad,9,615,bad,0,1,Mar-Apr,Spring,30-50,0,1,"innerwear,polo,belts",pants and belt,0.0,14,formals buyer
189,25-34,M,Hyderabad,18,2595,bad,1,1,Mar-Apr,Winter,10-30,1,0,"ethnic,innerwear,belts",pants and belt,0.0,8,formals buyer
190,16-24,F,Delhi,2,2301,good,0,0,Jul-Aug,New Year,10-30,1,1,"pants,shirts,innerwear",,0.0,48,sports buyer
191,16-24,M,Mumbai,11,2646,bad,1,0,Jan-Feb,New Year,<10,1,0,"shirts,belts,ethnic",pants and belt,0.0,56,formals buyer
192,46-60,F,Hyderabad,6,1982,bad,1,1,Sep-Oct,Spring,30-50,0,1,"shirts,ethnic,belts",,0.0,47,sports buyer
193,46-60,M,Delhi,8,2046,moderate,0,0,Sep-Oct,Diwali,30-50,1,1,"polo,innerwear,belts",pants and belt,0.0,59,formals buyer
194,35-46,F,Delhi,4,2120,good,0,0,Jan-Feb,Spring,30-50,1,0,"athleisure,innerwear,pants",shirt and pants,0.0,3,formals buyer
195,25-34,M,Mumbai,18,2952,moderate,0,0,Jan-Feb,Winter,10-30,0,1,"polo,pants,innerwear",2 or more pants,0.0,2,formals buyer
196,25-34,F,Delhi,11,3785,bad,1,0,May-Jun,Winter,10-30,0,1,"shirts,pants,innerwear",,0.0,6,sports buyer
197,35-46,F,Delhi,5,1184,moderate,0,1,Sep-Oct,Winter,>50,1,0,"athleisure,innerwear,shirts",,0.0,16,sports buyer
198,46-60,F,Hyderabad,15,3450,good,0,0,Jul-Aug,Spring,30-50,1,1,"shirts,polo,pants",shirt and polo,0.0,35,formals buyer
199,46-60,F,Delhi,18,3050,moderate,1,0,Nov-Dec,Diwali,>50,1,1,"athleisure,shirts,belts",athleisure and shirt,0.0,1,formals buyer
200,35-46,M,Mumbai,2,1971,moderate,0,0,Mar-Apr,Diwali,>50,0,1,"athleisure,innerwear,pants",athleisure and shirt,0.0,18,formals buyer
201,35-46,F,Hyderabad,11,3441,moderate,1,0,Nov-Dec,New Year,10-30,0,1,"polo,athleisure,innerwear",athleisure and shirt,0.0,9,formals buyer
202,16-24,M,Mumbai,13,2099,good,0,0,May-Jun,Spring,30-50,1,1,"pants,innerwear,ethnic",,0.0,36,sports buyer
203,16-24,M,Delhi,4,2805,good,0,1,Sep-Oct,Diwali,30-50,1,0,"polo,athleisure,ethnic",athleisure and shirt,0.0,9,formals buyer
204,46-60,M,Mumbai,7,3391,bad,1,0,Jan-Feb,Diwali,>50,1,0,"belts,shirts,athleisure",2 or more shirts,0.0,21,formals buyer
205,35-46,M,Delhi,11,2668,bad,1,0,Sep-Oct,Spring,>50,0,1,"ethnic,pants,shirts",ethnic and innerwear,0.0,2,ethnic desi
206,16-24,F,Hyderabad,4,1309,good,1,0,Jul-Aug,Spring,10-30,1,1,"innerwear,athleisure,shirts",,0.0,54,sports buyer
207,16-24,F,Mumbai,15,1477,bad,1,1,May-Jun,Winter,30-50,1,0,"polo,shirts,belts",shirt and pants,0.0,10,formals buyer
208,35-46,M,Hyderabad,1,2601,good,0,0,Jan-Feb,Spring,<10,1,0,"polo,innerwear,belts",,0.0,9,sports buyer
209,16-24,M,Mumbai,3,3566,moderate,0,0,Nov-Dec,Spring,30-50,1,1,"innerwear,shirts,athleisure",,0.0,59,sports buyer
210,16-24,F,Hyderabad,14,1854,moderate,1,1,Jul-Aug,Spring,30-50,1,0,"athleisure,polo,pants",pants and belt,0.0,33,formals buyer
211,25-34,M,Hyderabad,6,1283,bad,1,0,Nov-Dec,Winter,30-50,1,0,"ethnic,pants,shirts",2 or more polo,0.0,23,sports buyer
212,35-46,M,Hyderabad,18,740,bad,0,0,Mar-Apr,Spring,10-30,0,1,"pants,innerwear,athleisure",2 or more polo,0.0,46,sports buyer
213,35-46,M,Mumbai,1,2278,good,0,0,May-Jun,Winter,30-50,1,1,"pants,ethnic,athleisure",athleisure and shirt,0.0,59,formals buyer
214,16-24,F,Hyderabad,6,2053,bad,1,0,Jul-Aug,Winter,<10,1,1,"ethnic,athleisure,belts",pants and belt,0.0,24,formals buyer
215,35-46,F,Delhi,6,982,good,1,0,Jul-Aug,Winter,10-30,0,0,"shirts,athleisure,polo",athleisure and shirt,0.0,2,formals buyer
216,16-24,M,Mumbai,16,1512,moderate,0,1,Nov-Dec,New Year,30-50,1,0,"ethnic,innerwear,athleisure",athleisure and shirt,0.0,8,formals buyer
217,25-34,M,Hyderabad,5,686,moderate,1,0,Jan-Feb,Diwali,10-30,1,0,"shirts,innerwear,belts",,0.0,10,sports buyer
218,35-46,F,Mumbai,17,2381,moderate,1,0,Mar-Apr,Diwali,<10,1,1,"ethnic,athleisure,pants",2 or more polo,0.0,99,sports buyer
219,35-46,F,Hyderabad,10,3203,good,0,0,Nov-Dec,Diwali,30-50,0,0,"athleisure,pants,belts",athleisure and shirt,0.0,5,formals buyer
220,46-60,M,Mumbai,18,2809,bad,0,0,Jul-Aug,Diwali,>50,1,0,"pants,athleisure,ethnic",shirt and pants,0.0,28,formals buyer
221,35-46,F,Delhi,7,1452,good,0,0,May-Jun,Diwali,10-30,0,0,"innerwear,shirts,belts",shirt and pants,0.0,12,formals buyer
222,25-34,M,Delhi,3,1887,good,0,1,Jul-Aug,New Year,30-50,1,1,"belts,polo,shirts",shirt and pants,0.0,75,formals buyer
223,16-24,M,Mumbai,13,990,moderate,0,0,Sep-Oct,Spring,<10,1,0,"pants,shirts,belts",pants and belt,0.0,59,formals buyer
224,25-34,F,Mumbai,15,930,good,1,1,May-Jun,Spring,30-50,0,1,"polo,shirts,athleisure",shirt and polo,0.0,0,formals buyer
225,25-34,M,Mumbai,20,738,bad,0,1,May-Jun,Diwali,>50,0,0,"innerwear,athleisure,pants",,0.0,76,sports buyer
226,16-24,F,Delhi,19,2851,good,1,1,Jul-Aug,Spring,<10,1,0,"shirts,athleisure,ethnic",shirt and polo,0.0,19,formals buyer
227,60+,M,Mumbai,3,2845,good,1,0,Jan-Feb,Spring,10-30,0,1,"innerwear,ethnic,shirts",ethnic and innerwear,0.0,17,ethnic desi
228,25-34,M,Delhi,4,575,bad,0,1,May-Jun,Spring,>50,1,0,"pants,polo,athleisure",athleisure and shirt,0.0,16,formals buyer
229,46-60,F,Mumbai,5,1856,moderate,0,1,Sep-Oct,Winter,<10,1,1,"ethnic,polo,athleisure",shirt and pants,0.0,21,formals buyer
230,35-46,M,Mumbai,1,2423,good,0,1,Nov-Dec,Diwali,30-50,1,0,"polo,shirts,pants",,0.0,3,sports buyer
231,35-46,F,Delhi,4,3546,moderate,0,1,Jan-Feb,Diwali,30-50,1,1,"polo,pants,shirts",2 or more shirts,0.0,7,formals buyer
232,25-34,M,Mumbai,12,2281,moderate,1,0,Jan-Feb,New Year,<10,1,0,"athleisure,belts,pants",shirt and pants,0.0,36,formals buyer
233,25-34,M,Hyderabad,10,3189,moderate,1,0,Jan-Feb,Diwali,30-50,1,0,"pants,polo,innerwear",shirt and polo,0.0,9,formals buyer
234,25-34,M,Hyderabad,20,1326,good,0,1,May-Jun,Spring,>50,1,1,"shirts,athleisure,innerwear",athleisure and shirt,0.0,24,formals buyer
235,16-24,F,Delhi,13,2830,bad,0,0,Jan-Feb,New Year,30-50,1,0,"polo,shirts,belts",shirt and polo,0.0,11,formals buyer
236,35-46,M,Delhi,14,1090,bad,0,0,Jul-Aug,Diwali,10-30,0,1,"belts,pants,ethnic",shirt and pants,0.0,29,formals buyer
237,25-34,F,Hyderabad,5,2619,moderate,0,0,Jan-Feb,Diwali,>50,0,1,"pants,polo,belts",pants and belt,0.0,55,formals buyer
238,16-24,M,Mumbai,4,3834,good,0,1,Sep-Oct,New Year,30-50,0,0,"ethnic,athleisure,belts",ethnic and innerwear,0.0,39,ethnic desi
239,35-46,F,Mumbai,14,3250,bad,0,0,Mar-Apr,Spring,10-30,1,0,"belts,athleisure,polo",athleisure and shirt,0.0,51,formals buyer
240,16-24,M,Mumbai,10,2402,moderate,1,1,Sep-Oct,Spring,30-50,1,0,"innerwear,ethnic,pants",ethnic and innerwear,0.0,24,ethnic desi
241,46-60,F,Hyderabad,17,2410,moderate,0,1,May-Jun,Diwali,10-30,0,0,"shirts,innerwear,ethnic",shirt and polo,0.0,36,formals buyer
242,60+,F,Mumbai,10,1074,good,0,1,Jan-Feb,Diwali,<10,0,0,"athleisure,polo,belts",2 or more pants,0.0,30,formals buyer
243,46-60,F,Delhi,7,3547,bad,1,0,Jan-Feb,Diwali,30-50,1,0,"innerwear,ethnic,shirts",shirt and polo,0.0,16,formals buyer
244,25-34,F,Hyderabad,16,1391,moderate,0,1,Jul-Aug,Diwali,30-50,0,0,"innerwear,athleisure,ethnic",,0.0,34,sports buyer
245,16-24,F,Hyderabad,1,2559,good,1,1,Nov-Dec,Winter,30-50,0,1,"belts,shirts,pants",pants and belt,0.0,33,formals buyer
246,46-60,F,Delhi,17,640,good,0,1,Jan-Feb,Diwali,10-30,0,1,"ethnic,belts,athleisure",pants and belt,0.0,0,formals buyer
247,25-34,M,Mumbai,9,2289,bad,1,0,Sep-Oct,Spring,<10,1,1,"polo,pants,shirts",pants and belt,0.0,54,formals buyer
248,60+,M,Hyderabad,6,516,good,0,0,May-Jun,Winter,30-50,1,0,"belts,innerwear,polo",,0.0,39,sports buyer
249,60+,F,Delhi,19,1586,bad,1,1,Mar-Apr,Diwali,30-50,1,0,"innerwear,shirts,pants",2 or more shirts,0.0,30,formals buyer
250,46-60,F,Mumbai,13,752,moderate,0,0,Jan-Feb,New Year,30-50,1,0,"innerwear,shirts,athleisure",,0.0,25,sports buyer
251,25-34,F,Mumbai,3,964,moderate,1,0,Mar-Apr,Winter,30-50,1,1,"innerwear,shirts,pants",shirt and pants,0.0,56,formals buyer
252,25-34,M,Hyderabad,7,875,good,1,0,Jan-Feb,Winter,>50,1,0,"pants,belts,ethnic",pants and belt,0.0,7,formals buyer
253,46-60,M,Delhi,9,2327,good,0,1,May-Jun,New Year,10-30,0,1,"belts,polo,athleisure",athleisure and shirt,0.0,2,formals buyer
254,25-34,M,Hyderabad,5,3528,bad,0,0,Nov-Dec,Spring,30-50,1,0,"ethnic,innerwear,athleisure",,0.0,23,sports buyer
255,16-24,F,Hyderabad,10,1019,good,1,1,Sep-Oct,Winter,10-30,1,1,"polo,innerwear,pants",2 or more polo,0.0,30,sports buyer
256,25-34,M,Delhi,17,2360,moderate,1,0,May-Jun,New Year,30-50,1,1,"ethnic,pants,belts",ethnic and innerwear,0.0,25,ethnic desi
257,46-60,M,Delhi,12,589,good,0,1,Mar-Apr,Winter,30-50,1,0,"belts,innerwear,pants",pants and belt,0.0,56,formals buyer
258,35-46,M,Delhi,16,1219,good,0,1,Jan-Feb,New Year,>50,0,0,"shirts,athleisure,belts",athleisure and shirt,0.0,57,formals buyer
259,25-34,M,Mumbai,3,3351,good,0,1,Mar-Apr,Spring,10-30,1,1,"ethnic,polo,athleisure",athleisure and shirt,0.0,16,formals buyer
260,16-24,F,Delhi,9,3343,moderate,1,0,Sep-Oct,Winter,>50,0,1,"pants,innerwear,shirts",,0.0,1,sports buyer
261,35-46,M,Hyderabad,15,1129,bad,0,1,May-Jun,Winter,>50,1,1,"ethnic,belts,shirts",pants and belt,0.0,8,formals buyer
262,60+,F,Delhi,5,2384,good,1,0,Mar-Apr,New Year,30-50,1,1,"athleisure,pants,polo",athleisure and shirt,0.0,48,formals buyer
263,16-24,M,Hyderabad,13,3746,good,1,1,Mar-Apr,Diwali,10-30,0,1,"shirts,innerwear,ethnic",,0.0,48,sports buyer
264,25-34,M,Delhi,14,575,good,0,0,Sep-Oct,Spring,>50,1,0,"shirts,belts,athleisure",athleisure and shirt,0.0,0,formals buyer
265,46-60,M,Delhi,20,1425,moderate,0,0,Jan-Feb,Spring,>50,1,0,"ethnic,shirts,athleisure",athleisure and shirt,0.0,7,formals buyer
266,35-46,M,Delhi,15,2947,good,0,0,Mar-Apr,Spring,10-30,1,1,"shirts,belts,innerwear",pants and belt,0.0,18,formals buyer
267,35-46,M,Delhi,16,2305,bad,1,0,Sep-Oct,Winter,10-30,1,0,"innerwear,ethnic,polo",2 or more pants,0.0,0,formals buyer
268,35-46,M,Delhi,13,1469,moderate,0,0,Jan-Feb,Winter,>50,1,1,"polo,shirts,ethnic",,0.0,52,sports buyer
269,25-34,F,Mumbai,17,1594,moderate,0,1,Nov-Dec,New Year,10-30,0,1,"ethnic,pants,belts",pants and belt,0.0,17,formals buyer
270,25-34,M,Delhi,8,2528,good,0,0,Jan-Feb,Diwali,30-50,1,1,"pants,shirts,ethnic",ethnic and innerwear,0.0,32,ethnic desi
271,46-60,F,Mumbai,2,3751,bad,1,1,Nov-Dec,New Year,10-30,0,0,"belts,pants,ethnic",pants and belt,0.0,16,formals buyer
272,46-60,F,Mumbai,5,3695,good,1,0,May-Jun,Spring,<10,1,1,"polo,belts,shirts",2 or more shirts,0.0,39,formals buyer
273,46-60,F,Delhi,6,1904,good,0,0,Sep-Oct,Spring,>50,1,1,"ethnic,belts,pants",pants and belt,0.0,36,formals buyer
274,46-60,M,Delhi,12,3864,moderate,0,1,Jan-Feb,Spring,10-30,1,1,"pants,ethnic,innerwear",shirt and pants,0.0,10,formals buyer
275,25-34,M,Hyderabad,18,3344,moderate,1,1,Nov-Dec,New Year,30-50,1,1,"ethnic,shirts,innerwear",shirt and pants,0.0,29,formals buyer
276,25-34,M,Delhi,1,694,good,0,0,Nov-Dec,Diwali,30-50,1,1,"athleisure,belts,shirts",pants and belt,0.0,11,formals buyer
277,35-46,M,Delhi,17,727,good,1,0,May-Jun,Diwali,10-30,1,0,"innerwear,athleisure,pants",,0.0,2,sports buyer
278,35-46,F,Delhi,11,1959,moderate,0,0,Jul-Aug,Spring,<10,1,0,"shirts,pants,ethnic",shirt and pants,0.0,0,formals buyer
279,35-46,M,Delhi,10,960,good,1,0,Sep-Oct,Diwali,>50,0,0,"athleisure,belts,pants",shirt and pants,0.0,35,formals buyer
280,35-46,M,Mumbai,19,1117,bad,0,0,Jul-Aug,New Year,>50,1,1,"polo,shirts,innerwear",shirt and polo,0.0,9,formals buyer
281,46-60,F,Mumbai,14,3592,moderate,0,0,Jan-Feb,New Year,>50,0,1,"ethnic,belts,pants",,0.0,46,sports buyer
282,25-34,F,Mumbai,10,563,good,1,1,Sep-Oct,Spring,<10,1,1,"shirts,innerwear,athleisure",shirt and polo,0.0,10,formals buyer
283,25-34,F,Delhi,15,2712,good,0,1,May-Jun,Diwali,10-30,1,1,"innerwear,athleisure,pants",athleisure and shirt,0.0,12,formals buyer
284,16-24,M,Mumbai,19,2574,good,0,0,Jan-Feb,Winter,10-30,1,0,"ethnic,polo,pants",shirt and polo,0.0,2,formals buyer
285,25-34,M,Mumbai,4,3882,moderate,0,0,Sep-Oct,Spring,>50,1,1,"shirts,belts,athleisure",pants and belt,0.0,32,formals buyer
286,16-24,M,Mumbai,2,3559,moderate,0,0,Sep-Oct,Spring,<10,0,1,"athleisure,pants,polo",,0.0,9,sports buyer
287,25-34,M,Hyderabad,9,784,good,1,0,Jul-Aug,Spring,10-30,1,0,"ethnic,athleisure,belts",pants and belt,0.0,12,formals buyer
288,25-34,M,Mumbai,10,2183,moderate,1,1,Jan-Feb,Diwali,10-30,1,1,"shirts,belts,innerwear",shirt and pants,0.0,17,formals buyer
289,25-34,M,Delhi,11,2828,bad,1,0,May-Jun,New Year,30-50,1,0,"belts,shirts,pants",pants and belt,0.0,12,formals buyer
290,25-34,M,Mumbai,14,1337,good,1,1,May-Jun,Winter,>50,1,1,"ethnic,polo,shirts",,0.0,28,sports buyer
291,16-24,M,Delhi,7,1330,bad,1,1,Jan-Feb,Spring,30-50,1,0,"polo,shirts,belts",shirt and pants,0.0,48,formals buyer
292,16-24,M,Mumbai,15,1687,good,1,0,Jan-Feb,Winter,10-30,0,1,"shirts,pants,ethnic",ethnic and innerwear,0.0,19,ethnic desi
293,46-60,F,Mumbai,19,3465,good,0,1,Nov-Dec,Spring,>50,1,0,"pants,athleisure,polo",athleisure and shirt,0.0,49,formals buyer
294,25-34,F,Delhi,15,723,good,0,0,Mar-Apr,Diwali,10-30,0,1,"pants,shirts,belts",shirt and pants,0.0,29,formals buyer
295,16-24,F,Mumbai,8,1283,good,1,0,Jul-Aug,Diwali,30-50,0,0,"ethnic,polo,shirts",2 or more shirts,0.0,20,formals buyer
296,25-34,M,Mumbai,11,3717,good,1,0,Jan-Feb,Spring,10-30,1,1,"ethnic,pants,shirts",ethnic and innerwear,0.0,31,ethnic desi
297,35-46,M,Mumbai,9,3512,good,0,1,Jan-Feb,New Year,30-50,1,0,"ethnic,athleisure,innerwear",,0.0,31,sports buyer
298,16-24,M,Mumbai,15,1449,bad,1,1,Mar-Apr,Diwali,>50,1,1,"pants,ethnic,polo",ethnic and innerwear,0.0,55,ethnic desi
299,35-46,F,Mumbai,1,3601,bad,1,1,Mar-Apr,Winter,30-50,1,1,"innerwear,athleisure,ethnic",,0.0,59,sports buyer
300,16-24,F,Mumbai,1,544,moderate,1,0,Sep-Oct,New Year,30-50,1,0,"innerwear,shirts,polo",,0.0,14,sports buyer
301,16-24,M,Hyderabad,19,2310,good,0,0,May-Jun,New Year,>50,0,0,"athleisure,pants,polo",2 or more polo,0.0,13,sports buyer
302,25-34,F,Delhi,3,970,good,0,0,Jul-Aug,Winter,10-30,1,1,"ethnic,athleisure,shirts",,0.0,17,sports buyer
303,25-34,M,Delhi,10,2581,good,0,1,Sep-Oct,Winter,>50,1,0,"pants,innerwear,athleisure",athleisure and shirt,0.0,43,formals buyer
304,35-46,M,Mumbai,8,3200,moderate,0,0,Jan-Feb,New Year,30-50,1,1,"pants,belts,shirts",pants and belt,0.0,14,formals buyer
305,35-46,F,Hyderabad,15,3998,bad,0,1,Mar-Apr,Winter,>50,1,0,"ethnic,polo,innerwear",ethnic and innerwear,0.0,14,ethnic desi
306,60+,F,Mumbai,10,1329,good,0,1,Nov-Dec,Winter,>50,0,0,"pants,athleisure,shirts",2 or more polo,0.0,4,sports buyer
307,25-34,F,Mumbai,1,2409,good,0,0,May-Jun,New Year,30-50,1,1,"athleisure,belts,ethnic",athleisure and shirt,0.0,0,formals buyer
308,25-34,F,Delhi,18,2768,moderate,0,0,Sep-Oct,Diwali,>50,1,0,"ethnic,pants,polo",shirt and pants,0.0,19,formals buyer
309,35-46,M,Mumbai,2,2391,good,1,1,Nov-Dec,Diwali,30-50,1,0,"belts,polo,pants",,0.0,8,sports buyer
310,25-34,F,Mumbai,19,3081,good,1,1,May-Jun,Spring,>50,0,1,"belts,pants,athleisure",pants and belt,0.0,24,formals buyer
311,25-34,M,Delhi,13,1191,moderate,0,0,Nov-Dec,New Year,10-30,1,0,"pants,polo,shirts",shirt and pants,0.0,7,formals buyer
312,16-24,F,Hyderabad,1,1890,moderate,0,1,Mar-Apr,Winter,>50,0,1,"shirts,ethnic,polo",2 or more pants,0.0,8,formals buyer
313,16-24,M,Delhi,2,1431,good,0,1,Sep-Oct,Spring,>50,1,0,"shirts,athleisure,polo",shirt and pants,0.0,63,formals buyer
314,60+,F,Delhi,16,1340,good,0,0,Sep-Oct,Spring,30-50,1,0,"pants,athleisure,polo",shirt and pants,0.0,33,formals buyer
315,46-60,M,Hyderabad,15,3558,bad,0,0,May-Jun,Winter,<10,1,1,"athleisure,ethnic,innerwear",athleisure and shirt,0.0,45,formals buyer
316,35-46,F,Mumbai,13,2438,good,1,0,Nov-Dec,Winter,10-30,1,0,"belts,polo,shirts",,0.0,15,sports buyer
317,25-34,M,Mumbai,16,2073,good,0,0,Mar-Apr,New Year,10-30,1,0,"athleisure,pants,shirts",,0.0,19,sports buyer
318,16-24,F,Mumbai,17,3129,good,0,0,Jan-Feb,Diwali,>50,1,0,"shirts,ethnic,belts",ethnic and innerwear,0.0,31,ethnic desi
319,16-24,M,Delhi,7,3687,good,0,1,Sep-Oct,Spring,10-30,1,1,"pants,athleisure,innerwear",,0.0,6,sports buyer
320,25-34,M,Delhi,17,2786,good,0,0,Jan-Feb,New Year,>50,1,1,"innerwear,polo,belts",shirt and pants,0.0,30,formals buyer
321,25-34,M,Hyderabad,7,3906,bad,0,0,Mar-Apr,New Year,>50,1,0,"pants,ethnic,shirts",2 or more polo,0.0,14,sports buyer
322,35-46,M,Delhi,13,2988,good,1,1,Sep-Oct,Spring,10-30,1,1,"innerwear,ethnic,belts",pants and belt,0.0,52,formals buyer
323,35-46,F,Delhi,5,647,good,0,0,Sep-Oct,Winter,30-50,0,1,"ethnic,shirts,belts",2 or more shirts,0.0,52,formals buyer
324,25-34,M,Mumbai,17,1532,moderate,1,1,Nov-Dec,New Year,<10,1,0,"pants,belts,innerwear",pants and belt,0.0,44,formals buyer
325,60+,F,Hyderabad,3,1811,moderate,0,1,Jan-Feb,Spring,>50,1,1,"belts,polo,pants",,0.0,38,sports buyer
326,35-46,M,Hyderabad,7,887,bad,0,1,Nov-Dec,Diwali,<10,1,0,"pants,shirts,athleisure",2 or more shirts,0.0,7,formals buyer
327,25-34,M,Hyderabad,17,3621,bad,0,0,Jul-Aug,Spring,10-30,0,0,"innerwear,polo,athleisure",,0.0,69,sports buyer
328,35-46,F,Mumbai,7,2373,good,0,0,Jan-Feb,Diwali,30-50,0,0,"ethnic,pants,polo",ethnic and innerwear,0.0,54,ethnic desi
329,25-34,F,Delhi,1,1415,moderate,0,0,Jan-Feb,Winter,>50,1,1,"ethnic,belts,athleisure",athleisure and shirt,0.0,47,formals buyer
330,16-24,M,Mumbai,17,2378,good,0,0,Jul-Aug,Diwali,30-50,1,1,"athleisure,belts,pants",athleisure and shirt,0.0,39,formals buyer
331,25-34,F,Mumbai,17,3185,bad,1,1,Mar-Apr,Spring,<10,0,1,"pants,shirts,ethnic",ethnic and innerwear,0.0,41,ethnic desi
332,35-46,F,Mumbai,11,777,good,0,1,Mar-Apr,Diwali,30-50,0,0,"belts,polo,athleisure",pants and belt,0.0,42,formals buyer
333,16-24,M,Delhi,3,2477,bad,0,1,Sep-Oct,Diwali,10-30,1,1,"innerwear,shirts,polo",shirt and pants,0.0,1,formals buyer
334,16-24,F,Delhi,15,2359,moderate,0,1,May-Jun,New Year,<10,0,0,"pants,belts,innerwear",pants and belt,0.0,56,formals buyer
335,16-24,F,Mumbai,11,3536,good,1,1,Nov-Dec,New Year,30-50,1,0,"pants,belts,ethnic",ethnic and innerwear,0.0,73,ethnic desi
336,16-24,F,Mumbai,16,3871,moderate,0,0,May-Jun,Diwali,30-50,0,0,"belts,innerwear,polo",pants and belt,0.0,33,formals buyer
337,46-60,M,Delhi,9,2325,bad,0,0,Sep-Oct,New Year,10-30,1,1,"ethnic,belts,shirts",ethnic and innerwear,0.0,40,ethnic desi
338,35-46,F,Mumbai,1,3136,bad,1,0,May-Jun,Spring,>50,1,1,"athleisure,innerwear,pants",,0.0,55,sports buyer
339,25-34,M,Mumbai,16,2333,good,1,1,Jan-Feb,Spring,>50,1,0,"polo,innerwear,ethnic",shirt and polo,0.0,15,formals buyer
340,16-24,M,Delhi,9,3196,moderate,1,0,Jan-Feb,Diwali,30-50,0,1,"shirts,innerwear,polo",,0.0,17,sports buyer
341,25-34,M,Hyderabad,19,1117,good,0,1,Jul-Aug,Spring,30-50,0,1,"belts,athleisure,shirts",athleisure and shirt,0.0,17,formals buyer
342,25-34,M,Mumbai,12,2130,good,0,1,Jul-Aug,Diwali,10-30,1,1,"pants,athleisure,shirts",2 or more polo,0.0,9,sports buyer
343,16-24,F,Mumbai,19,2682,good,0,0,Sep-Oct,Spring,>50,1,0,"innerwear,pants,shirts",shirt and pants,0.0,3,formals buyer
344,25-34,F,Mumbai,9,1079,good,1,0,Sep-Oct,Diwali,<10,1,0,"innerwear,shirts,pants",,0.0,52,sports buyer
345,25-34,F,Hyderabad,7,1670,bad,0,1,Sep-Oct,Spring,>50,1,0,"athleisure,belts,ethnic",,0.0,22,sports buyer
346,35-46,M,Delhi,14,989,good,1,0,Jan-Feb,Diwali,10-30,1,0,"ethnic,belts,shirts",shirt and pants,0.0,5,formals buyer
347,35-46,M,Delhi,19,3025,bad,0,1,May-Jun,Winter,30-50,1,1,"pants,shirts,belts",shirt and pants,0.0,39,formals buyer
348,16-24,M,Mumbai,19,1682,good,0,0,Nov-Dec,New Year,>50,0,0,"athleisure,innerwear,polo",,0.0,20,sports buyer
349,25-34,F,Delhi,2,883,good,1,0,Sep-Oct,Diwali,>50,1,1,"innerwear,shirts,belts",pants and belt,0.0,10,formals buyer
350,35-46,M,Mumbai,9,662,good,0,0,Sep-Oct,Diwali,10-30,1,0,"polo,athleisure,pants",,0.0,52,sports buyer
351,25-34,F,Delhi,13,2988,good,1,1,Jan-Feb,Winter,<10,1,1,"athleisure,ethnic,pants",ethnic and innerwear,0.0,1,ethnic desi
352,46-60,F,Hyderabad,15,2376,good,0,1,Nov-Dec,Spring,30-50,1,1,"innerwear,shirts,pants",2 or more polo,0.0,22,sports buyer
353,35-46,M,Delhi,3,1712,good,0,0,Jan-Feb,Spring,30-50,0,0,"ethnic,athleisure,pants",,0.0,28,sports buyer
354,16-24,F,Hyderabad,11,2962,moderate,0,0,Nov-Dec,Winter,30-50,1,1,"athleisure,polo,shirts",athleisure and shirt,0.0,39,formals buyer
355,16-24,M,Delhi,14,1862,good,1,1,Jan-Feb,Winter,>50,1,0,"ethnic,pants,innerwear",2 or more polo,0.0,16,sports buyer
356,35-46,F,Mumbai,8,2130,good,1,0,May-Jun,Spring,10-30,1,1,"belts,pants,shirts",,0.0,17,sports buyer
357,16-24,F,Hyderabad,18,1704,good,0,0,Sep-Oct,Diwali,10-30,1,1,"belts,ethnic,shirts",shirt and pants,0.0,5,formals buyer
358,25-34,M,Mumbai,19,787,bad,1,0,Mar-Apr,Winter,30-50,1,1,"pants,ethnic,polo",ethnic and innerwear,0.0,13,ethnic desi
359,46-60,M,Delhi,16,2357,bad,0,0,Mar-Apr,Diwali,<10,1,0,"athleisure,innerwear,shirts",2 or more shirts,0.0,57,formals buyer
360,25-34,F,Mumbai,2,686,good,0,0,Sep-Oct,Spring,>50,1,1,"shirts,ethnic,pants",ethnic and innerwear,0.0,13,ethnic desi
361,25-34,F,Mumbai,8,2407,good,1,0,Sep-Oct,Spring,10-30,1,0,"belts,ethnic,athleisure",athleisure and shirt,0.0,27,formals buyer
